Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Blade Runner 2049 (Original 2020),Original,2020,"Science Fiction, Movie",-,-,-,SS,VPX,"Ahr1man, Mark Paulik (WPilot), Rawd, Studlygoorite, Solters, Rajo Joey, Sixtoe, JPSalas",2.0,2023-06-12,Blade Runner 2049
Blood Machines (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"VPin Workshop (VPW), Dapheni, Flupper, AstroNasty, Tomate, Flupper, D.j., Oqqsan, Wylte, Limigado, Fluffhead35, eMBee, Rik, PinstratsDan, Seth Ickerman, Carpenter Brut, Circusfreak, Leojreimroc, GTXJoe, Iaakki, Sixtoe, Apophis",2.0,2023-03-08,Blood Machines
Bond 50th (Original 2013),Original,2013,"Movie, Espionage",-,-,-,-,-,SLAMT1LT,1.0,2023-09-15,Bond 50th
Bond 60th (Original 2022),Original,2022,"Movie, Espionage",-,-,-,SS,VPX,"Ext2k, Marty02, Timblo",1.0.0,2024-01-05,Bond 60th
Bond 60th - Limited Edition (Original 2023),Original,2023,"Movie, Espionage",-,-,-,-,VPX,"Ext2k, Marty02, JPSalas",1.0.0,2024-01-09,Bond 60th - Limited Edition
Bram Stoker's Dracula (Williams 1993),Williams,1993,"Licensed Theme, Fictional, Horror, Supernatural, Movie",4,3072,-,SS,VPX,"Csilk, Thalamus, Dozer316, ICPjuggla, Francisco666, rom",1.6I,2023-09-25,Bram Stoker's Dracula
Cheech & Chong_ Road-Trip'pin (Original 2021),Original,2021,"Movie, Roap Trip, Comedy",-,-,-,-,VPX,"Senseless, Watacaractr, Rawd, Steely, Caligula",1.0.0,2023-04-10,Cheech & Chong_ Road-Trip'pin
Child's Play (Original 2017),Original,2017,"Horror, Movie",4,-,-,EM,VPX,Hursty,1.0,2018-09-04,Child's Play
Christmas Vaction (Original 2023),Original,2023,"Movie, Comedy, Christmas",-,-,-,SS,VPX,"Virtualman, GauGau",1.2,2023-12-23,Christmas Vaction
Clockwork Orange Edition 1.00 (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"Icepinball, Akiles50000, Mfuegemann, Ivantba",1.0,2022-07-15,Clockwork Orange Edition 1.00
Close Encounters of the Third Kind (Gottlieb 1978),Gottlieb,1978,"Licensed Theme, Movie, Science Fiction",4,536,-,SS,VPX,"Wiesshund, Serpiko, Pinuck",4.0,2023-09-21,Close Encounters of the Third Kind
Commando - Schwarzenegger (Original 2020),Original,2020,"Celebrities, Licensed Theme, Movie",-,-,-,SS,VPX,"Ivantba, 32assassin",1.0,2020-03-23,Commando - Schwarzenegger
Creature from the Black Lagoon (Bally 1992),Bally,1992,"Drive-In, Movie, Fictional, Licensed Theme",4,588,-,SS,FP,AnonTet,2.2,2023-08-02,Creature from the Black Lagoon
Darth Vader (Original 2020),Original,2020,"Science Fiction, Space Fantasy, Movie",-,-,-,-,FP,Mark1,4.0,2023-08-17,Darth Vader
Days of Thunder (Original 2022),Original,2022,"Auto Racing, Movie",-,-,-,SS,VPX,"Nesto71, JPSalas",1.0,2022-03-16,Days of Thunder
Death Proof (Original 2021),Original,2021,Movie,-,-,-,SS,VPX,"Balutito, Herweh, Franck Hollinger (Mussinger)",1.0.0,2021-11-29,Death Proof
Death Race 2000 (Original 2022),Original,2022,"Movie, Auto Racing",-,-,-,SS,VPX,"Balutito, Razor, JPSalas",2.0,2023-12-31,Death Race 2000
Death Wish 3 (Original 2019),Original,2019,Movie,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-12-10,Death Wish 3
Die Hard Trilogy (Original 2023),Original,2023,"Movie, Action",-,-,-,SS,VPX,"VPin Workshop (VPW), Astronasty, Scampa123, Nailbuster, Oqqsan, Fluffhead, Flux, Gedankekojote, Cyberpez, Rawd, Iaakki, JoePicasso, Frisco, iScored Dan, Rik",0.98,2023-12-19,Die Hard Trilogy
Dirty Dancing (Original 2022),Original,2022,"Movie, Dancing",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2022-05-06,Dirty Dancing
Dirty Harry (Williams 1995),Williams,1995,"Fictional, Licensed Theme, Movie, Crime, Police",4,684,-,SS,VPX,"TastyWasps, Flupper, Knorr, Wylte, VPW Team, Ashleyb",2.20,2023-02-07,Dirty Harry
Disney Descendants (Original 2020),Original,2020,"Animation, Movie, Kids",4,-,-,SS,VPX,"Phenom, Pinballfan2018, Hawkeyez88, KenSwift, Joey, Jason, iDigStuff, JPSalas, Goldchicco, Nailbuster",1.3,2021-03-27,Disney Descendants
Django Unchained (Original 2022),Original,2022,"American West, Movie",-,-,-,SS,VPX,"Balutito, Ninuzzu, Tom Tower",1.2,2023-07-28,Django Unchained
Doctor Strange Pinball (Original 2023),Original,2023,"Comics, Superheroes, Movie",-,-,-,SS,VPX,"Balutito, UncleWilly, Thalamus, Ise Ananphada, SliderPoint, oooPlayer1ooo",1.0.0,2023-05-18,Doctor Strange Pinball
DreamWorks How to Train Your Dragon Pinball (Zen Studios 2021),Zen Studios,2021,"Animation, Dragons, Movie",-,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2023-07-19,DreamWorks How to Train Your Dragon Pinball
Dreamworks Megamind (Original 2021),Original,2021,"Animation, Movie, Kids",4,-,-,SS,VPX,"Phenom, Dvs626, Buffalo Pin Bro, Goldchicco",1.1,2021-10-23,Dreamworks Megamind
Dreamworks Trolls (Original 2021),Original,2021,"Animation, Movie, Kids",-,-,-,SS,VPX,"Phenom, Brendan Bailey (Pinwizkid), Javier1515, Hawkeyez88, PEandS1Ws, Goldchicco, TCDeez",1.2,2021-11-26,Dreamworks Trolls
El Bueno el Feo y el Malo (Original 2015),Original,2015,"American West, Movie",-,-,-,SS,VPX,"JPSalas, StrangeLeo72, Maboule",4.0,2022-09-26,El Bueno el Feo y el Malo
Escape from New York (Original 2020),Original,2020,"Science Fiction, Movie",4,-6,-,SS,VPX,"Shannon, 32assassin",1.1,2020-04-04,Escape from New York
Evil Dead (Original 2018),Original,2018,"Horror, Movie",-,-,-,SS,VPX,HorsePin,1.1,2023-06-18,Evil Dead
Evil Dead 2 (Original 2019),Original,2019,"Horror, Movie, Supernatural",4,-,-,SS,VPX,"Bombaj344, Pin666, JPSalas",1.0.0,2022-02-01,Evil Dead 2
Evil Dead 3 Army of Darkness (Original 2020),Original,2020,"Horror, Movie",-,-,-,SS,VPX,"Ivantba, Javier, Brendan Bailey (Pinwizkid)",1.0,2020-03-23,Evil Dead 3 Army of Darkness
Fast and Furious (Original 2022),Original,2022,"Movie, Cars",-,-,-,SS,VPX,"Marty02, Flupper1, Ganjafarmer, 32assassin",2.1,2022-08-24,Fast and Furious
Ferris Bueller's Day Off (Original 2022),Original,2022,"Movie, Comedy",-,-,-,-,FP,"Charlespinball, TerryRed",-,2023-08-14,Ferris Bueller's Day Off
Forrest Gump (Original 2023),Original,2023,Movie,-,-,-,SS,VPX,"Jagandy82, Nesta78, Joe Picasso",2.0.0,2023-08-27,Forrest Gump
Friday the 13th (Original 2017),Original,2017,"Movie, Horror",-,-,-,SS,VPX,TheGhost787,1.0,2017-01-03,Friday the 13th
Friday the 13th Part II (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, 32assassin",1.0,2019-06-26,Friday the 13th Part II
From Dusk Till Dawn (Original 2022),Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Larouillas, Balutito, BurtMacklin, JPSalas",1.0.0,2023-03-13,From Dusk Till Dawn
Full Metal Jacket (Original 2022),Original,2022,"Movie, Combat",-,-,-,SS,VPX,"Balutito, Armyaviation",1.2,2022-07-15,Full Metal Jacket
Galaxy Quest (Original 2020),Original,2020,"Outer Space, Movie",4,-,-,SS,VPX,"Topper2k, DopePope, Icekazim, John Hoagland, JPSalas",1.1,2023-02-18,Galaxy Quest
Godzilla - Limited Edition (Original 2021),Original,2021,"Fantasy, Movie, Monsters",-,,-,SS,VPX,"Marty02, Bigus1",2.2,2023-04-29,Godzilla - Limited Edition
Godzilla vs Kong (Original 2023),Original,2023,"Fantasy, Movie, Monsters",-,-,-,SS,VPX,"Marty02, 32assassin",2.0,2023-05-26,Godzilla vs Kong
Godzilla vs. Kong Pinball (Zen Studios 2023),Zen Studios,2023,"Movie, Fantasy, Monsters, Licensed Theme",-,-,-,-,FX,Zen Studios,-,2023-08-30,Godzilla vs. Kong Pinball
Goldeneye (Sega 1996),Sega,1996,"Licensed Theme, Movie, Espionage",6,3792,-,SS,VPX,"VPin Workshop (VPW), JPJ, Team PP, Pingod",1.0,2022-04-30,Goldeneye
Greedo's Cantina Pinball (Original 2019),Original,2019,"Science Fiction, Movie",4,-,-,SS,VPX,"Xenonph, CryptDoctor21, DJRobX, Stefanaustria (STAT), nFozzy, Skydog43, Joey2001, GTXJoe, Allknowing2012, JPSalas",2.1,2022-12-22,Greedo's Cantina Pinball
Gremlins (Original 2022),Original,2022,"Horror, Comedy, Movie",-,-,-,SS,VPX,"Balutito, Sindbad, Schreibi34, Flupper, Noah, Pin666, Ninuzzu, HauntFreaks, JPSalas",1.7,2022-07-08,Gremlins
Gremlins Pinball (Original 2019),Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-08-15,Gremlins Pinball
Guardians of the Galaxy (Stern 2017),Stern,2017,"Licensed Theme, Comics, Superheroes, Movie",4,6474,-,SS,VPX,"Daphishbowl, Pincredibles, MPT3k, Mr H, Rik, Harlan, Orbital Group, Vaas, Waxx, Ashtone6, Al Terry, VPW Team, PinstratsDan, BountyBob, Wylte, Toby, James D, DJRobX, MrFireshots, Sixtoe, Apophis, Arngrim, HauntFreaks, Nailbuster",2.1.1,2022-11-07,Guardians of the Galaxy
Guardians of the Galaxy Trilogy (Original 2023),Original,2023," Licensed Theme, Comics, Superheroes, Movie",-,-,-,-,VPX,"Marty02, JPSalas",4.0,2023-09-24,Guardians of the Galaxy Trilogy
Halloween 1978-1981 (Original 2022),Original,2022,"Horror, Movie",-,-,-,SS,VPX,"Ahr1man, HiRez00, Apophis",1.03,2022-11-30,Halloween 1978-1981
Halloween Michael Myers Pinball Adventures (Original 2018),Original,2018,"Movie, Horror",-,-,-,SS,VPX,"Ivantba, ScottyWic, Stefanaustria (STAT), TerryRed",1.3,2018-12-06,Halloween Michael Myers Pinball Adventures
Hannibal Lecter (Original 2022),Original,2022,"Movie, TV Show, Horror",-,-,-,SS,VPX,"VP_Cooks, JPSalas",1.0.0,2022-10-26,Hannibal Lecter
Highlander (Original 2020),Original,2020,"Fantasy, Movie",-,-,-,SS,VPX,"Ivantba, Javier, Brendan Bailey (Pinwizkid)",1.0,2020-06-01,Highlander
Home Alone (Original 2021),Original,2021,"Movie, Kids",-,-,-,SS,VPX,"Joe Picasso, RetroG33k, Soundscape, TCDeez, Buffalo Pin Bro, Scampa123, Team Tuga, JPSalas",1.0.0,2021-12-24,Home Alone
Home Alone 2 Pinball (Original 2020),Original,2020,"Christmas, Movie, Kids",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard",1.0,2020-11-27,Home Alone 2 Pinball
Home Alone Pinball (Original 2019),Original,2019,"Christmas, Movie, Kids",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard",1.0,2020-11-27,Home Alone Pinball
Hotel Transylvania (Original 2021),Original,2021,"Animation, Movie",4,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, Hawkeyez88, Devious626, iDigStuff, PEandS1wcs, Chucky87, JPSalas, TCDeez",1.1,2021-11-01,Hotel Transylvania
Ice Age - A Mammoth Xmas Pinball (Original 2020),Original,2020,"Christmas, Animation, Kids, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27,Ice Age - A Mammoth Xmas Pinball
Ice Age Christmas (Original 2021),Original,2021,"Christmas, Animation, Kids, Movie",-,-,-,SS,VPX,"Balutito, JPSalas",1.0.0,2021-12-18,Ice Age Christmas
Independence Day (Sega 1996),Sega,1996,"Outer Space, Licensed Theme, Movie",6,3878,-,SS,VPX,"Bigus1, Batch, DevaL, Nealtron, Destruk",2.0,2023-08-06,Independence Day
Indiana Jones - Fortune and Glory Edition (Original 2023),Original,2023,"Movie, Licensed Theme",-,-,-,SS,FP,"TerryRed, Glxb, Highlnder00, Schlabber34, Fleep, JLou, SLAMT1LT",1.1,2023-12-09,Indiana Jones - Fortune and Glory Edition
Indiana Jones The Last Movie (Original 2023),Original,2023,"Licensed Theme, Movie",-,-,-,SS,VPX,"Marty02, JPSalas",3.0,2023-07-02,Indiana Jones The Last Movie
It Pinball Madness  (Original 2022),Original,2022,"Horror, Movie",-,-,-,SS,VPX,"JPSalas, Joe Picasso",4.3.0,2023-10-26,It Pinball Madness
JP's Addams Family (Bally 1992),Bally,1992,"Celebrities, Fictional, Licensed Theme, Movie",-,20,-,SS,VPX,"JPSalas, Dark",4.3.0,2023-11-02,JP's Addams Family
JP's Friday the 13th (Original 2021),Original,2021,"Horror, Movie",-,-,-,SS,VPX,"Pedro Pires, Joey Beaulieu (Joe Picasso), JPSalas, Godisnothere, Chucky, Springjack, Mrjcrane, Arngrim, Senseless",4.0.0,2023-10-10,JP's Friday the 13th
JP's Indiana Jones (Stern 2008),Stern,2008,"Licensed Theme, Movie, Mythology",4,-,-,SS,VPX,JPSalas,5.0.1,2023-09-05,JP's Indiana Jones
JP's Lord of The Rings (Original 2003),Original,2003,"Fantasy, Licensed Theme, Movie",4,4858,-,SS,VPX,"JPSalas, Glxb, Thalamus, Fuzzel, Bassgeige, Arngrim, Batch, SliderPoint",4.3.0,2023-11-02,JP's Lord of The Rings
JP's Star Trek LE (Stern 2013),Stern,2013,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, Movie",4,6045,-,SS,VPX,"JPSalas, Carlos Guizzo, Thalamus",4.3.0,2023-11-02,JP's Star Trek LE
JP's Terminator 2 (Original 2020),Original,2020,"Celebrities, Fictional, Licensed Theme, Apocalyptic, Movie",4,2524,-,SS,VPX,JPSalas,4.3.0,2023-11-02,JP's Terminator 2
JP's Terminator 3 (Stern 2003),Stern,2003,"Licensed Theme, Science Fiction, Movie, Apocalyptic",4,4787,-,SS,VPX,JPSalas,4.3.0,2023-11-02,JP's Terminator 3
JP's The Lost World Jurassic Park (Sega 1997),Sega,1997,"Dinosaurs, Movie, Licensed Theme",6,4136,-,SS,VPX,JPSalas,4.3.0,2023-11-02,JP's The Lost World Jurassic Park
JP's Transformers (Original 2011),Original,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,JPSalas,5.0.2,2023-10-06,JP's Transformers
James Bond (Original 2021),Original,2021,"Licensed Theme, Movie, Espionage",6,-,-,SS,VPX,"Balutito, JPJ, Pingod, UncleReamus, Destruk, The Trout, Bigus1, 32assassin, Team PP",1.2,2021-12-30,James Bond
James Bond 007 (Gottlieb 1980),Gottlieb,1980,"Licensed Theme, Movie, Espionage",4,1286,-,SS,VPX,"Teisen, Rajo Joey, 32assassin, Mfuegemann",1.1.0,2023-09-16,James Bond 007
Jaws (Original 2018),Original,2018,"Movie, Horror",-,-,-,SS,FP,"TerryRed, SLAMT1LT, rom, Schlabber34, Fleep, JLou",1.5,2023-12-09,Jaws
Jaws Pinball (Zen Studios 2017),Zen Studios,2017,"Licensed Theme, Fantasy, Nautical, Movie",4,-,-,-,FX,"Zen Studios, Szucs David",-,2022-04-02,Jaws Pinball
John Carpenter's Christine (Original 2019),Original,2019,"Horror, Movie",4,-,-,SS,VPX,"Ivantba, BorgDog",1.0,2020-10-31,John Carpenter's Christine
John Carpenter's The Thing (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Gman77, Balutito, Jagandy82, Growat, Cliffy",1.0.0,2023-07-18,John Carpenter's The Thing
John Wick (Original 2023),Original,2023,"Movie, Action",-,-,-,SS,VPX,"DaRdog81, Balutito, JPSalas, Team Tuga, Rajo Joey, Sixtoe",1.0.0,2023-12-11,John Wick
Johnny Mnemonic (Williams 1995),Williams,1995,"Movie, Fictional, Licensed Theme",4,3683,-,SS,VPX,"Balutito, Drakkon, Delano, Ninuzzu",1.0.0,2023-09-26,Johnny Mnemonic
Jumanji (Original 2023),Original,2023,"Movie, Adventure, Fantasy",-,-,-,SS,VPX,"Balutito, JPSalas, Gman77, HauntFreaks, Nesta78, Jagandy82",1.4,2023-12-02,Jumanji
Jurassic Park (Data East 1993),Data East,1993,"Fantasy, Licensed Theme, Movie, Dinosaurs",4,1338,-,SS,-,"Bigus1, Dark, Bodydump, Flupper1, Randr, Lobotomy, WhenLit, HauntFreaks, Rothbauerw",1.1,2021-12-08,Jurassic Park
Jurassic Park Pinball (Zen Studios 2018),Zen Studios,2018,"Licensed Theme, Fantasy, Movie, Dinosaurs",4,-,-,-,FX,"Zen Studios, Zoltan Vari",-,2022-04-02,Jurassic Park Pinball
Jurassic Park Pinball Mayhem (Zen Studios 2018),Zen Studios,2018,"Licensed Theme, Fantasy, Movie, Dinosaurs",4,-,-,-,FX,"Zen Studios, Peter Horvath",-,2022-04-02,Jurassic Park Pinball Mayhem
Jurassic World Pinball (Zen Studios 2018),Zen Studios,2018,"Licensed Theme, Fantasy, Movie, Dinosaurs",4,-,-,-,FX,"Zen Studios, Thomas Crofts",-,2022-04-02,Jurassic World Pinball
Kill Bill (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"VP_Cooks, Joe Picasso, JPSalas",1.0.1,2022-11-21,Kill Bill
Killer Klowns (Original 2023),Original,2023,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Balutito, Herweh",1.0.0,2023-07-19,Killer Klowns
Kong vs Godzilla (Original 2023),Original,2023,"Movie, Fantasy, Monsters",-,-,-,SS,VPX,"Balutito, 32assassin",1.3,2023-06-03,Kong vs Godzilla
Last Action Hero (Data East 1993),Data East,1993,"Fictional, Licensed Theme, Movie",4,1416,-,SS,VPX,"VPin Workshop (VPW), Javier1515, Francisco666",1.2,2023-07-24,Last Action Hero
Legend - A Pinball Adventure (Original 2023),Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy8, Joe Picasso, HauntFreaks, BurtMacklin, Gman77",2.0,2023-12-08,Legend - A Pinball Adventure
Logan's Run (Original 2021),Original,2021,"Science Fiction, Movie",4,-,-,SS,VPX,"Johnnybravo, Goldchicco, Mfuegemann",2.1,2023-09-03,Logan's Run
Lone Wolf McQuade (Original 2020),Original,2020,Movie,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-12-11,Lone Wolf McQuade
Mad Max Fury Road (Original 2021),Original,2021,"Licensed Theme, Movie, Apocalyptic",6,-,-,SS,VPX,"Balutito, 32assassin, Francisco666, Daeron61",1.5,2023-06-10,Mad Max Fury Road
Major Payne (Original 21),Original,21,Movie,-,-,-,EM,VPX,MellerMeller,1.1,2024-01-11,Major Payne
Max Mad 2 The Road Warrior (Original 2019),Original,2019,"Licensed Theme, Movie, Apocalyptic",4,-,-,SS,VPX,"Ivantba, SliderPoint",1.0,2019-12-28,Max Mad 2 The Road Warrior
Metropolis Reborn (Original 2022),Original,2022,"Science Fiction, Movie",-,-,-,SS,VPX,"Funkatron101, SG1bsoN, nFozzy, Inkochnito, Daniele Danko, JPSalas",1.1,2022-05-12,Metropolis Reborn
Minions Pinball (Original 2015),Original,2015,"Movie, Animation, Kids",1,-,-,SS,FP,"NitroNimbus, rom",2.0,2023-10-10,Minions Pinball
Miraculous (Original 2019),Original,2019,"Movie, Animation, Kids",-,-,-,EM,VPX,JPSalas,4.3.0,2023-11-02,Miraculous
Missing In Action (Original 2018),Original,2018,Movie,-,-,-,SS,VPX,"Ivantba, Xenonph, JPSalas",1.1,2018-11-06,Missing In Action
Mission Impossible - Limited Edition (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"Marty02, JPSalas",2.6,2022-12-27,Mission Impossible - Limited Edition
National Lampoon's Christmas Vacation (Original 2019),Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Meatballsaucey, Stevegooner123, Xenonph, Lizard, Wildman",1.0.0,2023-12-23,National Lampoon's Christmas Vacation
Neverending Story Pinball (Original 2021),Original,2021,"Movie, Fantasy, Kids",-,-,-,SS,VPX,"Oly2, Mark Paulik (WPilot), JPSalas",1.0.0,2023-08-14,Neverending Story Pinball
Nicolas Cage - Bad Lieutenant (Original 2020),Original,2020,"Celebrities, Movie",-,-,-,EM,VPX,Masonou,1.0,2020-04-24,Nicolas Cage - Bad Lieutenant
Night of the Living Dead (Pininventions 2014),Pininventions,2014,"Horror, Movie",2,-,-,EM,VPX,"Shannon1, Loserman76, Bord, HiRez00, Xenonph, 32assassin",1.0.0,2021-11-04,Night of the Living Dead
Nightmare on Elm Street (Original 2013),Original,2013,"Horror, Movie",-,-,-,-,FP,"HZR, SLAMT1LT",1.07,2023-12-19,Nightmare on Elm Street
O Brother Where Art Thou (Original 2021),Original,2021,"Movie, Musical",-,-,-,EM,VPX,"Onevox, Scottacus, Loserman76, Thalamus, Jfr1, Mlager, Arngrim, Bord",1.6,2021-09-11,O Brother Where Art Thou
Once Upon A Time In The West (Original 2019),Original,2019,"American West, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-11-13,Once Upon A Time In The West
Phantasm (Original 2023),Original,2023,"Movie, Horror",-,-,-,SS,VPX,SpookyMoulder,1.105b,2023-06-25,Phantasm
Phantom of the Paradise (Original 2021),Original,2021,"Musical, Movie, Comedy, Horror",-,-,-,SS,-,Mark Paulik (WPilot),1.0.1,2022-04-13,Phantom of the Paradise
Pirates of the Caribbean (Stern 2006),Stern,2006,"Pirates, Licensed Theme, Movie",4,5163,-,SS,VPX,"Miguel Roche, Siggi, SliderPoint, Freneticamnesic",1.0,2022-09-27,Pirates of the Caribbean
