Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Volcano (Gottlieb 1981),Gottlieb,1981,Fantasy,4,2742,-,SS,VPX,"Bigus1, PataTrox, LuvThatApex, Destruk, Allknowing2012, HauntFreaks, Mike Da Spike",3.0,2023-01-06,Volcano
Voltan Escapes Cosmic Doom (Bally 1979),Bally,1979,Fantasy,4,2744,-,SS,VPX,"Scotty VH, Arconovum, Bord",2.0-2.5,2023-06-25,Voltan Escapes Cosmic Doom
Vortex (Taito do Brasil 1983),Taito do Brasil,1983,Fantasy,4,4576,-,SS,VPX,"JPSalas, Carlos Guizzo, Tio Italo, Pmax65, Rothbauerw",4.0.0,2022-08-29,Vortex
WOW Monopoly (Original 2015),Original,2015,"Fantasy, Board Games, Video Game",-,-,-,SS,VPX,"JPSalas, PacDude, Arngrim, Rothbauerw",4.0.0,2022-10-16,WOW Monopoly
Warlok (Williams 1982),Williams,1982,Fantasy,4,2754,-,SS,VPX,JPSalas,4.0.0,2022-11-20,Warlok
Whoa Nellie! Big Juicy Melons (Stern 2015),Stern,2015,"Agriculture, Fantasy, Women",4,6252,-,SS,VPX,"HauntFreaks, Allknowing2012, Dids666, Scott, BorgDog, Batch",2.1.4,2018-01-16,Whoa Nellie! Big Juicy Melons
Wiedzmin (Original 2024),Original,2024,"Witcher, Fantasy, Adventure",-,-,-,SS,VPX,"Bombaj344, Hawkeyez88, Goldchicco, UncleWilly",1.0.0,2024-01-03,Wiedzmin
Wizard of Oz (Original 2018),Original,2018,"Fantasy, Licensed Theme, Wizards, Magic",4,5800,-,SS,VPX,"Solters, CKPin, eMBee, Tarcisio, SnakeEyes, Friex, Dark, JPSalas, SliderPoint, Nailbuster",1.0,2023-09-14,Wizard of Oz
Wonderland (Williams 1955),Williams,1955,"Fictional, Fantasy",1,2805,-,EM,VPX,Jino0372,1.1,2023-07-29,Wonderland
Wrath of the Elder Gods (Zen Studios 2023),Zen Studios,2023,"Fantasy, Mythology",-,-,-,-,FX,Zen Studios,-,2023-07-23,Wrath of the Elder Gods
Wyrd Sisters (Original 2005),Original,2005,Fantasy,-,-,-,-,FP,Anthias,-,2023-10-07,Wyrd Sisters
X-Men (Stern 2012),Stern,2012,"Comics, Fantasy, Licensed Theme, Superheroes",4,5822,-,SS,VPX,"Bigus1, Freneticamnesic, ICPJuggla, HauntFreaks, DJRobX, Arngrim, Masonm",1.2,2023-09-10,X-Men
Xenon (Bally 1980),Bally,1980,Fantasy,4,2821,-,SS,VPX,"HauntFreaks, Bord, BorgDog, JPSalas, TastyWasps, Schlabber34, Apophis, Wrd1972",2.5.2,2024-01-04,Xenon
Zarza (Taito do Brasil 1982),Taito do Brasil,1982,Fantasy,4,4584,-,SS,FP,"Rodrigo Ataguile (RoAtaguile), Exegeta",1.4,2024-01-04,Zarza
Zephy (LTD do Brasil 1982),LTD do Brasil,1982,Fantasy,3,4592,-,SS,VPX,"JPSalas, Carlos Guizzo, Mfuegemann, Nasa, Stefanaustria (STAT), Akiles50000",4.3.0,2023-11-07,Zephy
Zira (Playmatic 1980),Playmatic,1980,Fantasy,4,3584,-,SS,VPX,"Mustang1961, Mfuegemann",1.2,2022-12-03,Zira
