Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
JP's Ghostbusters Slimer (Original 2017),Original,2017,"Licensed Theme, Science Fiction",4,6332,-,SS,VPX,"Gman77, JPSalas, Jagandy82, Nesta78, Marcobus2005, Cliffy, Nagaidevil",1.0.0,2023-11-10,JP's Ghostbusters Slimer
JP's Lord of The Rings (Original 2003),Original,2003,"Fantasy, Licensed Theme, Movie",4,4858,-,SS,VPX,"JPSalas, Glxb, Thalamus, Fuzzel, Bassgeige, Arngrim, Batch, SliderPoint",4.3.0,2023-11-02,JP's Lord of The Rings
JP's Motor Show (Original 1989),Original,1989,"Monster Truck Rally, Motorcycles",4,3631,-,SS,VPX,"JPSalas, Destruk, Rothbauerw, TAB",4.0.0,2022-10-06,JP's Motor Show
JP's Papa Smurf (Original 2015),Original,2015,"Animation, Kids",-,-,-,SS,VPX,"JPSalas, Fuzzel, Toxie, BrandNew, Mukuste, BorgDog",4.0.2,2022-11-30,JP's Papa Smurf
JP's Pokemon Pinball (Original 2016),Original,2016,"Cartoon, Kids",-,6265,-,SS,VPX,"DGrimmReaper, JPSalas",1.0,2023-07-31,JP's Pokemon Pinball
JP's Smurfette (Original 2016),Original,2016,"Animation, Kids",-,-,-,EM,VPX,"JPSalas, Arngrim, HauntFreaks",4.0.1,2022-11-30,JP's Smurfette
JP's Space Cadet (Original 2021),Original,2021,"Science Fiction, Video Game",-,-,-,SS,VPX,"Balutito, JPSalas",1.0.0,2023-11-07,JP's Space Cadet
JP's Spider-Man (Original 2011),Original,2011,"Licensed Theme, Comics, Superheroes",4,5237,-,SS,VPX,JPSalas,5.0.0,2023-06-28,JP's Spider-Man
JP's Street Fighter II (Original 1993),Original,1993,"Martial Arts, Video Game",4,2403,-,SS,VPX,"DGrimmReaper, JPSalas",1.1,2023-08-23,JP's Street Fighter II
JP's Terminator 2 (Original 2020),Original,2020,"Celebrities, Fictional, Licensed Theme, Apocalyptic, Movie",4,2524,-,SS,VPX,JPSalas,4.3.0,2023-11-02,JP's Terminator 2
JP's Transformers (Original 2011),Original,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,JPSalas,5.0.2,2023-10-06,JP's Transformers
JP's VPX Arcade Physics (Original 2022),Original,2022,"Educational, Testing, Physics",-,-,-,EM,VPX,"JPSalas, Carlos Guizzo, Thalamus, JLouLoulou",4.3.0,2023-08-28,JP's VPX Arcade Physics
JP's Wrath of Olympus (Original 2022),Original,2022,Mythology,-,-,-,SS,VPX,"JPSalas, T-800, Mrjcrane, Arngrim, VP_Cooks",4.3.0,2023-11-02,JP's Wrath of Olympus
Jabberjaw (Original 2021),Original,2021,Cartoon,-,-,-,-,FP,"Popotte, Eala Dubh Sidhe",1.00,2023-11-24,Jabberjaw
Jack Daniel's (Original 2020),Original,2020,Drinking,4,-,-,SS,VPX,"Davor Lipovac, Stevegooner1234, JPSalas",1.0,2020-04-11,Jack Daniel's
Jack Daniel's 2 (Original 2021),Original,2021,Drinking,4,-,-,SS,VPX,"Davor Lipovac, JPSalas",1.0,2021-03-18,Jack Daniel's 2
Jack Sparrow (Original 2023),Original,2023,Pirates,-,-,-,SS,VPX,"Gman77, Marty02 Jagandy82, Cliffy, Purcho, Goldengames320, Davadruix, SergioSouza, Addestratore, Livin, Nagaidevil",1.0.0,2023-11-10,Jack Sparrow
James Bond (Original 2021),Original,2021,"Licensed Theme, Movie, Espionage",6,-,-,SS,VPX,"Balutito, JPJ, Pingod, UncleReamus, Destruk, The Trout, Bigus1, 32assassin, Team PP",1.2,2021-12-30,James Bond
Jaws (Original 2018),Original,2018,"Movie, Horror",-,-,-,SS,FP,"TerryRed, SLAMT1LT, rom, Schlabber34, Fleep, JLou",1.5,2023-12-09,Jaws
Jet Set Radio Pinball (Original 2020),Original,2020,Video Game,-,-,-,SS,VPX,"Donuts10, JPSalas",1.1,2020-06-24,Jet Set Radio Pinball
Jets (Original 2023),Original,2023,"Sports, American Football",-,-,-,SS,VPX,"Spisi69, Bossman72, JPSalas",1.0,2023-10-18,Jets
Jimi Hendrix (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Balutito, JPSalas",1.2,2022-01-09,Jimi Hendrix
Joe Bar Team (Original 2020),Original,2020,Comics,-,-,-,SS,VPX,"Zedixair, Franck Hollinger (Mussinger)",1.0.0,2023-05-13,Joe Bar Team
John Carpenter's Christine (Original 2019),Original,2019,"Horror, Movie",4,-,-,SS,VPX,"Ivantba, BorgDog",1.0,2020-10-31,John Carpenter's Christine
John Carpenter's The Thing (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Gman77, Balutito, Jagandy82, Growat, Cliffy",1.0.0,2023-07-18,John Carpenter's The Thing
John Wick (Original 2023),Original,2023,"Movie, Action",-,-,-,SS,VPX,"DaRdog81, Balutito, JPSalas, Team Tuga, Rajo Joey, Sixtoe",1.0.0,2023-12-11,John Wick
Johnny Hallyday (Original 2020),Original,2020,Music,-,-,-,EM,VPX,John22,1.0,2020-05-08,Johnny Hallyday
Judas Priest Pinball (Original 2019),Original,2019,"Music, Heavy Metal",4,-,-,SS,VPX,"MauiPunter, HauntFreaks, JPSalas, Siggi",1.0,2019-04-04,Judas Priest Pinball
Jumanji (Original 2023),Original,2023,"Movie, Adventure, Fantasy",-,-,-,SS,VPX,"Balutito, JPSalas, Gman77, HauntFreaks, Nesta78, Jagandy82",1.4,2023-12-02,Jumanji
Jungle Girl (Original 2021),Original,2021,"Fantasy, Jungle, Comics",-,-,-,-,FP,Shiva,1.2,2023-08-13,Jungle Girl
Jungle Quest (Original 2022),Original,2022,Jungle,-,-,-,SS,VPX,"Tymime, Remdwaas1986",2.0,2022-03-30,Jungle Quest
Junkyard Cats (Original 2012),Original,2012,"Science-Fiction, Apocalyptic",-,-,-,SS,FP,"TerryRed, Brendan Bailey (Pinwizkid)",1.9,2023-12-09,Junkyard Cats
Jupiter Ascending (Original 2023),Original,2023,-,-,-,-,-,FP,Zobiu,2.0,2023-12-28,Jupiter Ascending
Justin Timberlake (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, Hawkeyez88, Pinball Picasso, Devious626, PEandS1ws, Chucky87, JPSalas, Goldchicco, TCDeez",1.0,2023-06-05,Justin Timberlake
Kat (Original 2023),Original,2023,"Music, Rock",-,-,-,SS,VPX,"Bombaj344, Hawkeyez88",1.0.0,2023-12-19,Kat
Kill Bill (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"VP_Cooks, Joe Picasso, JPSalas",1.0.1,2022-11-21,Kill Bill
Killer Klowns (Original 2023),Original,2023,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Balutito, Herweh",1.0.0,2023-07-19,Killer Klowns
Killers Hall of Fame (Original 2023),Original,2023,Horror,-,-,-,-,VPX,"Capnclaw, JPSalas, Smaug",1.0.0,2023-09-16,Killers Hall of Fame
Killzone - Be A Helghast Trooper (Original 2019),Original,2019,Video Game,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-06-13,Killzone - Be A Helghast Trooper
Kim Wilde (Original 2020),Original,2020,Music,-,-,-,EM,VPX,"SuperED, Arngrim",3.26,2021-04-07,Kim Wilde
King Donkey Kong (Original 2023),Original,2023,Video Game Character,-,-,-,SS,VPX,"Balutito, Javier",1.0.0,2023-10-28,King Donkey Kong
King of Rock and Roll (Original 2022),Original,2022,Music,-,-,-,SS,VPX,"Marty02, JPSalas",2.1,2022-01-25,King of Rock and Roll
Knight Rider (Original 2021),Original,2021,TV Show,-,-,-,SS,VPX,"Chepas, HorsePin, eMBee, Rompin",0.98,2022-01-12,Knight Rider
Kong vs Godzilla (Original 2023),Original,2023,"Movie, Fantasy, Monsters",-,-,-,SS,VPX,"Balutito, 32assassin",1.3,2023-06-03,Kong vs Godzilla
Kratos God Of War (Original 2018),Original,2018,Video Game,-,-,-,EM,VPX,SpookyMoulder,1.0,2018-10-31,Kratos God Of War
Lagerstein (Original 2020),Original,2020,Drinking,-,-,-,EM,VPX,EthanDack,1.0,2020-04-30,Lagerstein
Led Zeppelin (Original 2017),Original,2017,Music,-,-,-,SS,VPX,Mofstedahl,1.0,2017-02-17,Led Zeppelin
Legend - A Pinball Adventure (Original 2023),Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy8, Joe Picasso, HauntFreaks, BurtMacklin, Gman77",2.0,2023-12-08,Legend - A Pinball Adventure
Legends of Valhalla (Original 2022),Original,2022,Fantasy,-,-,-,SS,VPX,"Ryguy417, Nesta78, Fastdraw (Granit), TerryRed, Ivantba",1.0.0,2023-04-10,Legends of Valhalla
Lego Pinball (Original 2022),Original,2022,"Toy Franchise, Superheroes",-,-,-,EM,VPX,"Andypc, GeCh, Loserman76, GNance, Popotte, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0,2022-09-21,Lego Pinball
Les Insus (Original 2020),Original,2020,Music,4,-,-,EM,VPX,Marty02,1.0,2020-04-21,Les Insus
Linkin Park (Original 2013),Original,2013,"Music, Heavy Metal",-,-,-,SS,VPX,"Darthwhat, Hawkeyez88, Aaron James, Destruk, JPSalas, Goldchicco",1.0.0,2022-10-13,Linkin Park
Logan's Run (Original 2021),Original,2021,"Science Fiction, Movie",4,-,-,SS,VPX,"Johnnybravo, Goldchicco, Mfuegemann",2.1,2023-09-03,Logan's Run
Lone Wolf McQuade (Original 2020),Original,2020,Movie,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-12-11,Lone Wolf McQuade
Looney Tunes (Original 2022),Original,2022,"Animation, Kids",-,-,-,SS,VPX,"Icepinball, Ronald Kah, JPSalas",1.01,2022-05-22,Looney Tunes
Lord of the Rings - The Rings of Power (Original 2022),Original,2022,"TV Show, Fantasy",-,-,-,SS,VPX,"Icepinball, Ronald Kah, BurtMacklin, JPSalas",1.0.1,2022-10-26,Lord of the Rings - The Rings of Power
Louis de Funes Tribute Fantomas Edition (Original 2022),Original,2022,"Celebrities, Tribute",-,-,-,SS,VPX,"VLive, Icepinball",1.0.0,2023-10-28,Louis de Funes Tribute Fantomas Edition
Lucky Luke (Original 2020),Original,2020,American West,4,828,-,EM,VPX,"Kds70, Vogliadicane, Mfuegemann, Scottacus, Ninuzzu, HauntFreaks",0.95,2020-07-01,Lucky Luke
Mad Max Fury Road (Original 2021),Original,2021,"Licensed Theme, Movie, Apocalyptic",6,-,-,SS,VPX,"Balutito, 32assassin, Francisco666, Daeron61",1.5,2023-06-10,Mad Max Fury Road
Magic The Pinball (Original 2020),Original,2020,-,4,-,-,SS,VPX,"Addestratore, JPSalas",1.2,2020-04-12,Magic The Pinball
Magnum P.I.nBall (Original 2020),Original,2020,TV Show,4,-,-,SS,VPX,"Ivantba, Mfuegemann, 32assassin",1.0,2020-04-29,Magnum P.I.nBall
Mago De Oz (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"JPSalas, Enomao, Arngrim",4.3.0,2023-11-02,Mago De Oz
Major Payne (Original 21),Original,21,Movie,-,-,-,EM,VPX,MellerMeller,1.1,2024-01-11,Major Payne
Manowar (Original 2019),Original,2019,Music,4,-,-,SS,VPX,"JPSalas, Siggi",1.0,2019-04-29,Manowar
Marilyn Manson Pinball (Original 2021),Original,2021,"Music, Heavy Metal",-,-,-,EM,VPX,"Darthwhat, Destruk, Hawkeyez88, Goldchicco",1.0.0,2021-10-22,Marilyn Manson Pinball
Marilyn Monroe Tribute - Kiss Edition (Original 2022),Original,2022,Celebrities,-,-,-,SS,VPX,"Icepinball, JPSalas",1.01,2022-04-22,Marilyn Monroe Tribute - Kiss Edition
Mario Kart Pinball (Original 2022),Original,2022,"Kart Racing, Video Game, Kids",-,-,-,SS,VPX,"Ryguy417, Rascal, Steely, Stefanaustria (STAT), Andrew Walsh (Awalsh053), James, Shaggy, Pritch33, Bladeof, Rajo Joey, Andrei Maraklov, Goldchicco, VPin Workshop (VPW)",3.0.1,2022-04-11,Mario Kart Pinball
Maroon 5 (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, Hawkeyez88, Pinball Picasso, Devious626, iDigStuff, PEandS1ws, Chucky87, Goldchicco, TCDeez",1.0,2023-06-05,Maroon 5
Married with Children (Original 2021),Original,2021,"TV Show, Comedy",-,-,-,SS,VPX,"Hawkeyez88, Phenom, Opeckie, David, Peter, Joey Beaulieu (Joe Picasso)",1.0,2023-06-05,Married with Children
Mars Attacks (Original 2022),Original,2022,"Aliens, Martians, Fantasy",-,-,-,SS,VPX,"Donuts10, JPSalas",1.0.0,2022-05-18,Mars Attacks
Marsupilami (Original 2022),Original,2022,"Comics, Kids",-,-,-,SS,VPX,"Icepinball, Mfuegemann, Pmax65, Ronald Kah, Akiles50000, JPSalas",1.0.0,2022-07-08,Marsupilami
Mask (Original 2023),Original,2023,"Cartoon, Animation",-,-,-,SS,VPX,"Balutito, Goldchicco, Apophis, Walamab",1.2,2023-08-14,Mask
Masters of the Universe (Original 2018),Original,2018,"Animation, Kids, TV Show",-,-,-,SS,VPX,"Randr, Psiomicron, TerryRed, Thalamus, LynnInDenver, Sixtoe, rom",1.0.1,2022-05-23,Masters of the Universe
Max Mad 2 The Road Warrior (Original 2019),Original,2019,"Licensed Theme, Movie, Apocalyptic",4,-,-,SS,VPX,"Ivantba, SliderPoint",1.0,2019-12-28,Max Mad 2 The Road Warrior
Megadeth (Original 2023),Original,2023,"Music, Heavy Metal",-,-,-,SS,VPX,"Joe Picasso, JPSalas, Team Tuga, Unsavory, Ayatollahofrock, Muhaha, TastyWasps, Rawd, HauntFreaks, Jim Vpcle, Flux, Oqqsan, Jagandy82",1.1,2023-12-13,Megadeth
Megaman (Original 2023),Original,2023,Video Game,-,-,-,SS,VPX,"Gman77, Jagandy82, Sebastiendelf, Nico, K8951, 32assassin, JPSalas",1.0.0,2023-09-03,Megaman
Metal Slug (Original 2017),Original,2017,Video Game,1,-,-,SS,FP,"Wolfanoz, AnonTet, Brendan Bailey (Pinwizkid)",3.5,2023-08-08,Metal Slug
Metallica - Master of Puppets (Original 2020),Original,2020,"Music, Heavy Metal",4,6030,-,SS,VPX,"Pedro Peres, Freneticamnesic, Movieguru",2.0.0,2022-04-21,Metallica - Master of Puppets
Metropolis Reborn (Original 2022),Original,2022,"Science Fiction, Movie",-,-,-,SS,VPX,"Funkatron101, SG1bsoN, nFozzy, Inkochnito, Daniele Danko, JPSalas",1.1,2022-05-12,Metropolis Reborn
Mets (Original 2023),Original,2023,Baseball,-,-,-,EM,VPX,Spisi69,1.1,2023-11-08,Mets
Miami Vice (Original 2020),Original,2020,TV Show,4,-,-,SS,VPX,"Ivantba, Bord",1.0,2020-04-29,Miami Vice
Michael Jackson (Original 2020),Original,2020,Music,4,-,-,SS,VPX,"Marty02, JPSalas",3.1,2021-12-24,Michael Jackson
Mickey Mouse Happy Chrismas (Original 2020),Original,2020,"Christmas, Animation, Kids",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2022-12-25,Mickey Mouse Happy Chrismas
Mickey Mouse Happy Halloween 2022 (Original 2022),Original,2022,"Halloween, Animation, Kids",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2022-10-29,Mickey Mouse Happy Halloween 2022
Mickey Mouse in Steamboat Willie (Original 2022),Original,2022,"Animation, Kids",-,-,-,SS,VPX,"Manbearpig, Leeoneil, Redwings13, Craig Monyhan, JPSalas",1.0,2022-04-12,Mickey Mouse in Steamboat Willie
Midnight Resistance (Original 2020),Original,2020,Video Game,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-12-19,Midnight Resistance
Mike Vegas (Original 2023),Original,2023,"Las Vegas, Gambling",-,-,-,SS,VPX,Vpfmike42,2.0,2023-12-23,Mike Vegas
Minecraft (Original 2020),Original,2020,"Video Game, Kids",4,-,-,SS,VPX,"Davor Lipovac, Ivantba, JPSalas",1.2,2020-04-20,Minecraft
Minions Pinball (Original 2015),Original,2015,"Movie, Animation, Kids",1,-,-,SS,FP,"NitroNimbus, rom",2.0,2023-10-10,Minions Pinball
Miraculous (Original 2019),Original,2019,"Movie, Animation, Kids",-,-,-,EM,VPX,JPSalas,4.3.0,2023-11-02,Miraculous
Misfits (Original 2019),Original,2019,Music,4,-,-,SS,VPX,"Kenji, Siggi",1.0,2019-10-06,Misfits
Missing In Action (Original 2018),Original,2018,Movie,-,-,-,SS,VPX,"Ivantba, Xenonph, JPSalas",1.1,2018-11-06,Missing In Action
Mission Impossible - Limited Edition (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"Marty02, JPSalas",2.6,2022-12-27,Mission Impossible - Limited Edition
Monster Rancher Pinball (Original 2019),Original,2019,Monsters,4,-,-,SS,VPX,"Bigkahuna707, Krugger99, Flupper, nFozzy, 32assassin",1.0,2019-06-16,Monster Rancher Pinball
Monsters of Rock (Original 2021),Original,2021,"Musc, Heavy Metal",-,-,-,-,VPX,"Team Tuga, JPSalas",3.0,2023-09-05,Monsters of Rock
Monty Python Tribute Edition (Original 2022),Original,2022,"TV Show, Comedy",-,-,-,SS,VPX,"Icepinball, JPSalas, Ivantba",1.0.0,2022-07-23,Monty Python Tribute Edition
Moon Station (Original 2021),Original,2021,Science Fiction,-,-,-,SS,VPX,Chepas,1.0.2,2022-01-09,Moon Station
Mortal Kombat (Original 2016),Original,2016,"Video Game, Martial Arts",-,-,-,SS,VPX,TheGhost787,1.0,2016-11-01,Mortal Kombat
Mortal Kombat II Pinball Edition (Original 2016),Original,2016,"Video Game, Martial Arts",-,-,-,SS,VPX,"Javier, JPSalas",1.0.1,2016-12-19,Mortal Kombat II Pinball Edition
Motley Crue (Original 2017),Original,2017,"Music, Heavy Metal",-,-,-,SS,VPX,Mofstedahl,1.0,2017-02-25,Motley Crue
Motorhead (Original 2018),Original,2018,"Music, Heavy Metal",4,-,-,SS,VPX,"Flupper, Thalamus, Xenonph, Wizball, R_DuB, Herweh, Kiwi, Fuzzel, Batch, 32assassin",1.2,2020-06-16,Motorhead
Mr. Bubble (Original 2018),Original,2018,-,-,-,-,EM,VPX,"Jogrady7, SpookyMoulder",1.0,2022-03-14,Mr. Bubble
Munsters (Original 2021),Original,2021,"TV Show, Horror, Comedy",4,-,-,SS,VPX,"Bossman72, JPSalas",1.0,2021-03-24,Munsters
Muppets Tribute Edition (Original 2022),Original,2022,"Licensed Theme, TV Show",-,-,-,SS,VPX,"Icepinball, Mfuegemann, Arngrim, Goldchicco",1.0.0,2022-09-14,Muppets Tribute Edition
Mysterious Cities of Gold (Original 2022),Original,2022,Animation,-,-,-,SS,VPX,"Wedge, JPSalas",1.2.1,2022-02-20,Mysterious Cities of Gold
Mystery Science Theater 3000 Pinball Peril (Original 2021),Original,2021,Science Fiction,4,-,-,SS,VPX,"Pancake, Mark Paulik (WPilot), Gary Spradling, JPSalas",2.0,2022-11-20,Mystery Science Theater 3000 Pinball Peril
NBA Chicago Bulls (Original 2022),Original,2022,"Sports, Basketball",-,-,-,SS,VPX,"Cez60, Lizard, Xenonph, JPSalas",1.0.0,2022-03-07,NBA Chicago Bulls
NOBS (Original 2016),Original,2016,Cards,-,-,-,SS,VPX,"BorgDog, Arngrim",1.2,2023-06-25,NOBS
Nagatoro Pinball (Original 2023),Original,2023,Anime,-,-,-,SS,VPX,"Akirasan, JPSalas",1.0.0,2023-11-07,Nagatoro Pinball
National Lampoon's Christmas Vacation (Original 2019),Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Meatballsaucey, Stevegooner123, Xenonph, Lizard, Wildman",1.0.0,2023-12-23,National Lampoon's Christmas Vacation
Need For Speed (Original 2018),Original,2018,"Cars, Video Game, Auto Racing",-,-,-,SS,VPX,"Ivantba, Javier1515, rom",1.2,2019-03-21,Need For Speed
Neverending Story Pinball (Original 2021),Original,2021,"Movie, Fantasy, Kids",-,-,-,SS,VPX,"Oly2, Mark Paulik (WPilot), JPSalas",1.0.0,2023-08-14,Neverending Story Pinball
New Sexy Girl (Original 1980),Original,1980,"Women, Adult",4,2106,-,SS,VPX,"Lizard, Siggi",1.0,2018-07-23,New Sexy Girl
Nicolas Cage - Bad Lieutenant (Original 2020),Original,2020,"Celebrities, Movie",-,-,-,EM,VPX,Masonou,1.0,2020-04-24,Nicolas Cage - Bad Lieutenant
Night of the Living Dead '68 (Original 2018),Original,2018,Horror,2,-,-,EM,VPX,"HiRez00, Xenonph, Loserman76, JPSalas",1.2,2020-11-03,Night of the Living Dead '68
Nightmare on Elm Street (Original 2013),Original,2013,"Horror, Movie",-,-,-,-,FP,"HZR, SLAMT1LT",1.07,2023-12-19,Nightmare on Elm Street
Nine Inch Nails (Original 2023),Original,2023,"Music, Heavy Metal",-,-,-,EM,VPX,"Darthwhat, Team Tuga, JPSalas, Pedroperes02",1.1.0,2023-12-07,Nine Inch Nails
Ninja Gaiden (Original 2023),Original,2023,"Videogame, Ninja",-,-,-,SS,VPX,MGForums,1.0,2023-10-16,Ninja Gaiden
Nirvana (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Darthwhat, Destruk, Hawkeyez88, Goldchicco",1.0.0,2021-09-17,Nirvana
Nosferatu 1922 (Original 2023),Original,2023,Horror,-,-,-,EM,VPX,"Damonra, JPSalas",1.0.0,2023-10-26,Nosferatu 1922
O Brother Where Art Thou (Original 2021),Original,2021,"Movie, Musical",-,-,-,EM,VPX,"Onevox, Scottacus, Loserman76, Thalamus, Jfr1, Mlager, Arngrim, Bord",1.6,2021-09-11,O Brother Where Art Thou
Oasis Knebworth (Original 2023),Original,2023,"Music, Celebrities",-,-,-,-,VPX,"Dr.Nobody, JPSalas, Balutito, Joe Picasso, Hawkeyez88, DigitalJedi084, Paladin, Springjack",1.0.0,2023-08-06,Oasis Knebworth
Oblivion (Original 2023),Original,2023,Science Fiction,-,-,-,-,FP,Zobou,2.0,2023-12-28,Oblivion
OddZilla (Original 2023),Original,2023,Dinosaurs,-,-,-,-,FP,Anthias,1.0,2023-11-06,OddZilla
Ol' Ireland (Original 2018),Original,2018,World Places,-,-,-,SS,VPX,Ronimhoff,1.1,2018-04-13,Ol' Ireland
Once Upon A Time In The West (Original 2019),Original,2019,"American West, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-11-13,Once Upon A Time In The West
One Piece (Original 2023),Original,2023,Anime,-,-,-,SS,-,"Masonou, JPSalas, PEandS1Ws",1.0.0,2023-12-11,One Piece
Operation Highjump (Original 2021),Original,2021,Science Fiction,2,-,-,EM,VPX,"Chepas, Loserman76, NicolaiNuke, Allknowing2012",1.0.1,2022-02-02,Operation Highjump
Ouija (Original 2020),Original,2020,Supernatural,-,-,-,SS,VPX,"Davor Lipovac, JPSalas",1.0,2020-05-20,Ouija
PDC World Darts XL (Original 2020),Original,2020,"Sports, Darts",4,-,-,SS,VPX,"Stevegooner1234, PQ4, Ruud56, JPSalas",1.0,2020-08-15,PDC World Darts XL
PJ Masks (Original 2020),Original,2020,-,4,-,-,SS,VPX,"Donuts10, Franck Hollinger (Mussinger)",1.3,2020-07-28,PJ Masks
PT01 (Original 2023),Original,2023,-,-,-,-,-,VPX,0x3e,0.03,2023-07-31,PT01
PacMan (Original 2021),Original,2021,Video Game,-,-,-,SS,VPX,Segovia11,1.33,2023-07-19,PacMan
Pantera (Original 2020),Original,2020,"Music, Heavy Metal",4,-,-,SS,VPX,"Pedro Peres, Team Tuga, Joe Picasso, TerryRed, Joey Beaulieu (Joe Picasso), Mark Tunstill, Ray Pritchard, Andrew Walsh (Awalsh053), Team PP, Bigus1, JPSalas, Nailbuster",1.0.0,2022-03-28,Pantera
"Paw Patrol, The (Original 2020)",Original,2020,"Animation, Kids, TV Show",-,-,-,SS,VPX,Emperor312,1.1,2023-07-22,"Paw Patrol, The"
Peaky Blinders (Original 2021),Original,2021,"TV Show, Crime",4,-,-,SS,VPX,"Balutito, Nesta78, Phenom, JPSalas, Goldchicco",1.0.0,2023-07-07,Peaky Blinders
Peppa Pig Pinball (Original 2021),Original,2021,"Animation, Kids",4,-,-,SS,VPX,"Phenom, JPSalas",1.1,2021-11-01,Peppa Pig Pinball
Pepsiman (Original 2019),Original,2019,Drinking,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-06-13,Pepsiman
Persona 5 Demo (Original 2023),Original,2023,Video Game,-,-,-,-,-,Eonbrony,0.13,2023-03-03,Persona 5 Demo
Phantasm (Original 2023),Original,2023,"Movie, Horror",-,-,-,SS,VPX,SpookyMoulder,1.105b,2023-06-25,Phantasm
Phantom of the Paradise (Original 2021),Original,2021,"Musical, Movie, Comedy, Horror",-,-,-,SS,-,Mark Paulik (WPilot),1.0.1,2022-04-13,Phantom of the Paradise
Phil Collins (Original 2023),Original,2023,-,-,-,-,SS,VPX,"Marty02, JPSalas",3.2,2023-12-23,Phil Collins
Piggy Bank Blitz (Original 2023),Original,2023,Other,-,-,-,-,VPX,"Hungrybay101, Kevin MacLeod, Studlygoorite, Arelyel, Iwantpinball, Movieg1",2.1.0,2023-10-09,Piggy Bank Blitz
PinUP JukeBox - The 80s (Original 2019),Original,2019,Jukebox,-,-,-,SS,VPX,"OPeCKiE, Javier, Brendan Bailey (Pinwizkid), DJRobX, Nailbuster",1.0.0,2022-05-22,PinUP JukeBox - The 80s
Pin_City Demo (Original 2018),Original,2018,Example,-,-,-,SS,VPX,Malform11,01,2018-04-11,Pin_City Demo
Pinball Domes (Original 2020),Original,2020,Example,-,-,-,EM,VPX,Flupper,2.2,2020-05-30,Pinball Domes
Pindar - The Lizard King (Original 2021),Original,2021,"Fantasy, Monsters",-,-,-,SS,VPX,"Chepas, Fuzzel, Aram Firozy, Pingod, HorsePin",1.0,2021-12-31,Pindar - The Lizard King
Pink Floyd (Original 2022),Original,2022,Music,-,-,-,SS,FP,"NitroNimbus, Francisco666, SLAMT1LT",2.6,2023-08-10,Pink Floyd
Pink Floyd - The Wall (Original 2020),Original,2020,Music,-,-,-,SS,VPX,SuperED,3.28c,2023-06-25,Pink Floyd - The Wall
Pink Floyd Pinball (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"Stevegooner1234, Davor Lipovac, Laylow, JPSalas",1.0,2020-08-15,Pink Floyd Pinball
Pinky and the Brain - Gollyzilla (Original 2017),Original,2017,Cartoon,-,-,-,-,FP,Mark1,4.0,2023-07-30,Pinky and the Brain - Gollyzilla
Planet of the Apes (Original 2021),Original,2021,"Movie, Science Fiction",4,-,-,SS,VPX,"Balutito, Goldchicco",1.0.0,2021-11-03,Planet of the Apes
Playmate - Limited Edition (Original 2020),Original,2020,Adult,4,-,-,SS,VPX,"GTXJoe, Goldchicco, ICPjuggla",1.0,2020-11-06,Playmate - Limited Edition
Pokemon Pinball (Original 2020),Original,2020,"Cartoon, Kids",-,-,-,SS,VPX,"Dimercu9, Mario, DiMercurio, John Memeo, David Deakin, Opecki Derpenstein, Joey Beaulieu (Joe Picasso), JPSalas",1.0,2020-06-01,Pokemon Pinball
Pokemon slots (Original 2024),Original,2024,"Pokemon, Slotmachine",-,-,-,-,VPX,"Remdwaas1986, Oqqsan",1.0.0,2024-01-07,Pokemon slots
Polar Express XL Pinball (Original 2018),Original,2018,"Christmas, Animation, Kids",4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Lizard, JPSalas",1.0,2020-08-15,Polar Express XL Pinball
Police Academy (Original 2019),Original,2019,"Movie, Comedy, Police",-,-,-,EM,VPX,"Ivantba, JPSalas",1.0,2019-12-06,Police Academy
Poltergeist (Original 2022),Original,2022,"Licensed Theme, Movie, Horror",-,-,-,SS,VPX,"Michel757, VP_Cooks, JPSalas",1.0,2023-07-07,Poltergeist
