Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Space Poker (LTD do Brasil 1982),LTD do Brasil,1982,"Science Fiction, Outer Space, Cards, Gambling",2,5886,-,SS,VPX,"Wiesshund, Halen, Mfuegemann",4.0,2023-09-21,Space Poker
Space Sheriff Gavan - X-Or (Original 2021),Original,2021,"Science Fiction, Police",-,-,-,SS,VPX,"Sebastiendelf, Takut",1.0.0,2021-12-13,Space Sheriff Gavan - X-Or
Species (Original 2023),Original,2023,"Science Fiction, Movie",-,-,-,SS,VPX,"Icepinball, Lodger, Ivantba",-,2023-09-01,Species
Star Fire (Playmatic 1985),Playmatic,1985,Science Fiction,4,3453,-,SS,VPX,"Goldchicco, Mfuegemann, Arrestis, 32assassin, Thalamus, Movieguru, Arngrim, Batch",1.1,2020-09-22,Star Fire
Star Mission (Durham 1977),Durham,1977,"Science Fiction, Outer Space",-,-,-,EM,VPX,"Onemanproject, GTXJoe",1.4,2021-09-15,Star Mission
Star Race (Gottlieb 1980),Gottlieb,1980,"Science Fiction, Outer Space",4,2353,-,SS,VPX,"UnclePaulie, Redbone, HauntFreaks, Rothbauerw, Bietekwiet, Passion4pins",2.0.0,2023-12-23,Star Race
Star Trek (Bally 1979),Bally,1979,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, Movie",4,2355,-,SS,VPX,Rothbauerw,2.1.1,2021-12-30,Star Trek
Star Trek 25th Anniversary (Data East 1991),Data East,1991,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, Movie",-,2356,-,SS,VPX,"Versins77, 32assassin, JPSalas",1.0,2023-06-20,Star Trek 25th Anniversary
Star Trek Spock Tribute (Original 2022),Original,2022,"Science Fiction, Tribute, Licensed Theme, TV Show, Movie",-,-,-,SS,VPX,"Icepinball, Ronald Kah, JPSalas",1.0.0,2022-04-30,Star Trek Spock Tribute
Star Wars (Sonic 1987),Sonic,1987,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,4513,-,SS,VPX,"Mfuegemann, Dark, GTXJoe, Akiles50000, TAB",1.1,2018-04-13,Star Wars
Star Wars - Bounty Hunter (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,SS,VPX,"Tartzani, Oqqsan, Rik, Apophis",3.02,2022-12-21,Star Wars - Bounty Hunter
Star Wars - The Empire Strikes Back (Hankin 1980),Hankin,1980,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,2868,-,SS,VPX,"Xenonph, 32assassin",3.1,2023-02-02,Star Wars - The Empire Strikes Back
Star Wars - Tribute (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Shamrock1980, JPSalas, Siggi",1.3.0,2022-03-16,Star Wars - Tribute
Star Wars Death Star Assault (Original 2022),Original,2022,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,FP,"TerryRed, SLAMT1LT, Matt Ellis",1.5,2023-12-09,Star Wars Death Star Assault
Star Wars Episode 1 (Original 2023),Original,2023,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Ryguy417, Xenonph, Cliffy",1.2,2023-09-27,Star Wars Episode 1
Star Wars Pinball - Starfighter Assault (Zen Studios 2013),Zen Studios,2013,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,-,FX,"Zen Studios, Tamas Pokrocz",-,2023-07-23,Star Wars Pinball - Starfighter Assault
Star Wars Trilogy (Sega 1997),Sega,1997,"Licensed Theme, Science Fiction, Space Fantasy, Movie",6,4054,-,SS,VPX,"Bigus1, Hanibal, JPSalas",2.0,2023-07-13,Star Wars Trilogy
Starship Troopers (Sega 1997),Sega,1997,"Combat, Aliens, Science Fiction, Movie, Licensed Theme",6,4341,-,SS,VPX,"VPin Workshop (VPW), Knorr, ClarkKent",2.0,2023-03-31,Starship Troopers
Stellar Wars (Williams 1979),Williams,1979,"Fantasy, Outer Space, Science Fiction",-,2372,-,SS,VPX,"Bord, UnclePaulie",1.0.0,2022-03-07,Stellar Wars
Stephen King's The Running Man (Original 2019),Original,2019,"Science Fiction, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-01-28,Stephen King's The Running Man
Stranger Things (OrbitalPin 2017),OrbitalPin,2017,"TV Show, Science Fiction, Fantasy, Horror",4,-,-,SS,VPX,"ScottyWic, ScottyWic's wife, TerryRed, DJRobX, Flupper, Lauminet, Jrsprad, Stefanaustria (STAT), Ryan H, Ninuzzu, HauntFreaks, JPSalas, Nailbuster, Tom Tower",2.2,2021-04-07,Stranger Things
Stranger Things - Stranger Edition (OrbitalPin 2018),OrbitalPin,2018,"TV Show, Science Fiction, Fantasy, Horror",4,-,-,SS,VPX,"Team Tuga, Nesta78",1.0,2023-07-12,Stranger Things - Stranger Edition
TRON Classic (Original 2018),Original,2018,"Licensed Theme, Science Fiction, Movie",-,1745,-,SS,-,"Mark Paulik (WPilot), Xenonph, HiRez00, BorgDog, HauntFreaks, JPSalas",1.1,2023-04-15,TRON Classic
TRON Legacy (Original 2016),Original,2016,"Science Fiction, Movie",-,-,-,-,FP,"TerryRed, SLAMT1LT",1.13,2023-08-18,TRON Legacy
TX-Sector (Gottlieb 1988),Gottlieb,1988,"Outer Space, Science Fiction",4,2699,-,SS,VPX,"Bigus1, Balater",2.1,2023-05-25,TX-Sector
Terminator 1 TBA Edition (Original 2019),Original,2019,"Movie, Science Fiction, Apocalyptic",-,-,-,EM,VPX,"Ivantba, Lodger",1.0,2019-07-27,Terminator 1 TBA Edition
Terminator 3 - Rise of the Machines (Stern 2003),Stern,2003,"Licensed Theme, Science Fiction, Movie, Apocalyptic",4,4787,-,SS,VPX,"Bigus1, Hanibal",2.0,2023-04-06,Terminator 3 - Rise of the Machines
Terminator Salvation (Original 2018),Original,2018,"Licenced Theme, Movie, Science Fiction, Apocalyptic",-,-,-,SS,VPX,"Ivantba, Stefanaustria (STAT), JPSalas",1.4d,2019-03-10,Terminator Salvation
Tesla (Zen Studios 2013),Zen Studios,2013,Science Fiction,4,-,-,-,FX3,Zen Studios,-,2000-01-01,Tesla
"Last Starfighter, The (Original 2020)",Original,2020,"Science Fiction, Movie",-,-,-,-,VPX,Djchiccomix,1.0,2020-04-18,"Last Starfighter, The"
"Machine - Bride of Pin-bot, The (Williams 1991)",Williams,1991,Science Fiction,4,1502,-,SS,VPX,"Bigus1, Wrd1972",1.0,2023-07-29,"Machine - Bride of Pin-bot, The"
"Mandalorian, The (Original 2020)",Original,2020,"Science Fiction, Space Fantasy, TV Show",4,-,-,SS,VPX,"iDigStuff, Addestratore, Mistermixer, William Hammond, HiRez00",1.1,2020-05-04,"Mandalorian, The"
"Matrix, The (Original 2023)",Original,2023,"Movie, Science Fiction",-,-,-,SS,VPX,"VP_Cooks, JPSalas",1.0.0,2023-03-22,"Matrix, The"
"Raid, The (Playmatic 1984)",Playmatic,1984,"Aviation, Combat, Science Fiction, Aliens",4,3511,-,SS,VPX,"Goldchicco, 32assassin, Movieguru, Mrcmrc, Batch",1.1b,2020-12-09,"Raid, The"
They Live (Original 2023),Original,2023,"Licensed Theme, Movie, Science Fiction, Horror, Aliens",-,-,-,SS,VPX,"Balutito, SpookyMoulder",1.0,2023-06-22,They Live
Thunderbirds (Original 2022),Original,2022,"Adventure, Aviation, Science Fiction, TV Show, Kids",-,6617,-,SS,VPX,"Drinkcristal, Wildman, Rawd, VPW Team",1.0,2022-06-14,Thunderbirds
Time Machine (Zaccaria 1983),Zaccaria,1983,"Adventure, Fantasy, Science Fiction, Time Travel",4,3494,-,SS,VPX,"Goldchicco, 32assassin, Movieguru, Arngrim, Mfuegemann, Vogliadicane, Pmax65, JPSalas",1.3,2023-08-27,Time Machine
Time Warp (Williams 1979),Williams,1979,"Mythology, Science Fiction, Time Travel",4,2568,-,SS,VPX,"Bord, Rothbauerw",1.0.0,2021-11-23,Time Warp
Total Nuclear Annihilation (Spooky Pinball 2017),Spooky Pinball,2017,"Combat, Science Fiction, Apocalyptic",4,6444,-,SS,VPX,"Bigus1, GTXJoe, Scott Danesi",1.1,2023-08-16,Total Nuclear Annihilation
Transformers (Stern 2011),Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,"RobbyKingPin, SG1bsoN, HauntFreaks, JPSalas",2.0.3,2023-12-12,Transformers
Transformers G1 (Original 2018),Original,2018,"Licensed Theme, Science Fiction, Movie",-,-,-,SS,VPX,"Ivantba, Wizball",1.7,2018-11-07,Transformers G1
Transformers The Movie 1986 (Original 2019),Original,2019,"Licensed Theme, Science Fiction, Movie",2,-,-,SS,VPX,"Ivantba, Bigus1, 32assassin",1.0,2019-12-10,Transformers The Movie 1986
